x
-1 1
1 -19.460072 12.890382
2 -19.6133 19.460072
3 -19.6133 19.460072
4 -19.460072 10.649409
5 -19.6133 19.460072
6 -19.6133 19.460072
7 -19.460072 12.679692
8 -19.6133 19.460072
9 -19.6133 19.460072
10 -19.460072 19.498379
11 -19.6133 19.460072
12 -19.6133 19.460072
13 -19.460072 19.6133
14 -19.6133 19.460072
15 -19.6133 19.460072
16 -19.460072 19.6133
17 -19.6133 19.460072
18 -19.6133 19.460072
19 -19.460072 19.6133
20 -19.6133 19.460072
21 -19.6133 19.460072
22 -19.460072 19.6133
23 -19.6133 19.460072
24 -19.6133 19.460072
25 -19.460072 19.6133
26 -19.6133 19.460072
27 -19.6133 19.460072
28 -19.460072 19.6133
29 -19.6133 19.460072
30 -19.498379 19.460072
31 -19.460072 19.6133
32 -19.6133 19.460072
33 -15.591042 19.460072
34 -19.460072 19.6133
35 -19.6133 19.249382
36 -12.162544 19.460072
37 -19.460072 19.6133
38 -19.6133 19.460072
39 -13.637373 19.460072
40 -19.460072 19.6133
41 -19.6133 19.460072
42 -16.452953 19.460072
43 -19.460072 19.6133
44 -19.6133 19.460072
45 -16.529568 19.460072
46 -19.460072 19.6133
47 -19.6133 19.460072
48 -18.828003 19.460072
49 -19.460072 19.6133
50 -19.6133 19.460072
51 -19.6133 19.460072
52 -19.460072 19.6133
53 -19.6133 19.460072
54 -19.6133 19.460072
55 -19.460072 16.031574
56 -19.6133 19.460072
57 -19.6133 19.460072
58 -19.460072 6.83784
59 -19.6133 19.460072
60 -19.6133 19.460072
61 -19.460072 4.2904096
62 -18.521544 19.460072
63 -19.6133 19.460072
64 -19.460072 8.580819
65 -15.571888 19.460072
66 -19.6133 19.460072
67 -19.460072 11.87524
68 -19.077 19.460072
69 -19.6133 19.460072
70 -19.460072 13.215993
71 -19.574993 19.460072
72 -19.6133 19.460072
73 -19.460072 15.26543
74 -17.946936 19.460072
75 -19.6133 19.460072
76 -19.460072 19.6133
77 -19.172768 19.460072
78 -19.6133 19.460072
79 -19.460072 19.6133
80 -19.6133 19.460072
81 -19.6133 19.460072
82 -19.460072 19.6133
83 -19.6133 19.460072
84 -19.6133 19.460072
85 -19.460072 19.6133
86 -19.6133 19.460072
87 -15.8783455 19.460072
88 -19.460072 19.6133
89 -19.6133 19.460072
